frame_idx,subframe_idx,dx,dy,dtheta,arrive,infer_time_s
1,0,-0.0022633870442708335,0.006128946940104167,26.074054718017578,0,2.312695264816284
1,1,-0.005671183268229167,0.005925496419270834,57.2957763671875,0,0.0
1,2,-0.00823974609375,0.013020833333333334,88.62940216064453,0,0.0
1,3,-0.006510416666666667,0.0079345703125,123.54402160644531,0,0.0
1,4,0.059814453125,0.06795247395833334,157.56338500976562,0,0.0
2,0,-0.006205240885416667,0.01708984375,21.93354034423828,0,1.6789042949676514
2,1,-0.009206136067708334,0.023905436197916668,50.805240631103516,0,0.0
2,2,-0.013326009114583334,0.030721028645833336,85.94366455078125,0,0.0
2,3,0.005238850911458334,0.030110677083333336,126.2297592163086,0,0.0
2,4,0.03702799479166667,0.08219401041666667,158.45863342285156,0,0.0
3,0,-0.0010999043782552085,0.018107096354166668,23.052597045898438,0,1.8376903533935547
3,1,-0.006561279296875,0.0189208984375,52.595733642578125,0,0.0
3,2,-0.006306966145833334,0.027262369791666668,86.83891296386719,0,0.0
3,3,0.016682942708333336,0.026041666666666668,122.64877319335938,0,0.0
3,4,0.028889973958333336,0.05126953125,155.77288818359375,0,0.0
4,0,-0.0014559427897135417,0.021769205729166668,23.276409149169922,0,1.7821006774902344
4,1,-0.005391438802083334,0.023396809895833336,54.61003875732422,0,0.0
4,2,-0.003382364908854167,0.024312337239583336,87.28653717041016,0,0.0
4,3,0.0250244140625,0.018513997395833336,121.75352478027344,0,0.0
4,4,-0.018412272135416668,-0.006612141927083334,149.50616455078125,0,0.0
5,0,-0.007171630859375,0.020650227864583336,16.897777557373047,0,1.9049773216247559
5,1,-0.007578531901041667,0.018107096354166668,42.971832275390625,0,0.0
5,2,-0.003534952799479167,0.026652018229166668,79.67694091796875,0,0.0
5,3,0.030314127604166668,0.020345052083333336,122.64877319335938,0,0.0
5,4,-0.0025685628255208335,-0.027669270833333336,145.92518615722656,0,0.0
6,0,0.016581217447916668,-0.015869140625,9.344135284423828,0,2.046503782272339
6,1,0.06022135416666667,0.19612630208333334,25.62643051147461,0,0.0
6,2,0.08219401041666667,0.2197265625,54.61003875732422,0,0.0
6,3,0.12858072916666669,0.21484375,91.31513977050781,0,0.0
6,4,0.1611328125,0.29134114583333337,121.75352478027344,0,0.0
7,0,-0.0027974446614583335,0.053304036458333336,1.48974609375,0,1.9946215152740479
7,1,0.028889973958333336,0.7747395833333334,6.238749027252197,0,0.0
7,2,-0.016682942708333336,0.9309895833333334,18.128742218017578,0,0.0
7,3,-0.14729817708333334,1.1848958333333335,24.619277954101562,0,0.0
7,4,-0.18391927083333334,1.3346354166666667,30.886005401611328,0,0.0
