frame_idx,subframe_idx,dx,dy,dtheta,arrive,infer_time_s
1,0,-0.004119873046875,0.061848958333333336,-10.183428764343262,0,2.880955219268799
1,1,0.035603841145833336,0.35481770833333337,-20.814481735229492,0,0.0
1,2,0.19368489583333334,0.3580729166666667,-30.214569091796875,0,0.0
1,3,0.24251302083333334,0.3727213541666667,-54.83384704589844,0,0.0
1,4,0.37109375,0.400390625,-149.50616455078125,0,0.0
2,0,-0.00457763671875,0.026041666666666668,16.226343154907227,0,2.722893476486206
2,1,-0.005289713541666667,0.042928059895833336,38.94322204589844,0,0.0
2,2,-0.012868245442708334,0.040283203125,77.4388198852539,0,0.0
2,3,-0.020955403645833336,0.025634765625,125.33451080322266,0,0.0
2,4,0.04923502604166667,0.0439453125,162.03961181640625,0,0.0
3,0,-0.005009969075520834,0.0274658203125,20.366857528686523,0,2.771660804748535
3,1,-0.002123514811197917,0.036824544270833336,48.56712341308594,0,0.0
3,2,-0.0103759765625,0.042317708333333336,83.25792694091797,0,0.0
3,3,-0.018107096354166668,0.036214192708333336,119.06778717041016,0,0.0
3,4,0.0013415018717447917,0.033772786458333336,153.087158203125,0,0.0
4,0,-0.004297892252604167,0.029703776041666668,21.038291931152344,0,2.757774591445923
4,1,-0.0025685628255208335,0.04007975260416667,49.46236801147461,0,0.0
4,2,-0.012766520182291668,0.04984537760416667,83.70555114746094,0,0.0
4,3,-0.01556396484375,0.04801432291666667,117.27729034423828,0,0.0
4,4,-0.007883707682291668,0.040486653645833336,149.50616455078125,0,0.0
5,0,-0.004552205403645834,0.030721028645833336,19.023988723754883,0,3.086238145828247
5,1,-0.002161661783854167,0.04191080729166667,46.105194091796875,0,0.0
5,2,-0.016072591145833336,0.05900065104166667,82.36267852783203,0,0.0
5,3,-0.013529459635416668,0.0537109375,119.06778717041016,0,0.0
5,4,-0.013834635416666668,0.027262369791666668,152.19190979003906,0,0.0
6,0,-0.007476806640625,0.034383138020833336,15.443002700805664,0,3.1727020740509033
6,1,-0.006815592447916667,0.05126953125,38.047977447509766,0,0.0
6,2,-0.019632975260416668,0.07486979166666667,77.4388198852539,0,0.0
6,3,-0.0008519490559895834,0.06144205729166667,123.54402160644531,0,0.0
6,4,0.016377766927083336,0.024210611979166668,155.77288818359375,0,0.0
7,0,-0.00518798828125,0.030110677083333336,17.233495712280273,0,3.219546318054199
7,1,-0.004145304361979167,0.048421223958333336,42.07658386230469,0,0.0
7,2,-0.01708984375,0.06551106770833334,78.78169250488281,0,0.0
7,3,-0.008188883463541668,0.04984537760416667,121.75352478027344,0,0.0
7,4,0.0019582112630208335,0.017598470052083336,153.98239135742188,0,0.0
8,0,-0.007883707682291668,0.032958984375,15.890625,0,3.111814498901367
8,1,-0.00701904296875,0.04923502604166667,38.49559783935547,0,0.0
8,2,-0.023193359375,0.0732421875,77.88644409179688,0,0.0
8,3,-0.0067138671875,0.062255859375,123.54402160644531,0,0.0
8,4,0.014241536458333334,0.021769205729166668,154.8776397705078,0,0.0
