frame_idx,subframe_idx,dx,dy,dtheta,arrive,infer_time_s
1,0,-0.007832845052083334,0.05655924479166667,-4.979808807373047,0,3.4865002632141113
1,1,0.04374186197916667,0.361328125,-4.923855781555176,0,0.0
1,2,0.16520182291666669,0.33528645833333337,0.18534401059150696,0,0.0
1,3,0.166015625,0.3434244791666667,37.37654113769531,0,0.0
1,4,0.21809895833333334,0.4069010416666667,119.96302795410156,0,0.0
2,0,-0.005823771158854167,0.022481282552083336,16.897777557373047,0,2.776197671890259
2,1,-0.004552205403645834,0.03458658854166667,40.95752716064453,0,0.0
2,2,-0.007527669270833334,0.03519694010416667,80.57218933105469,0,0.0
2,3,-0.017293294270833336,0.035603841145833336,125.33451080322266,0,0.0
2,4,0.036214192708333336,0.050252278645833336,160.24913024902344,0,0.0
3,0,-0.0025177001953125,0.027262369791666668,20.590669631958008,0,2.8852336406707764
3,1,-0.0018946329752604167,0.040283203125,49.014747619628906,0,0.0
3,2,-0.004857381184895834,0.04313151041666667,83.70555114746094,0,0.0
3,3,-0.015767415364583336,0.045166015625,119.06778717041016,0,0.0
3,4,-0.00152587890625,0.040486653645833336,150.4014129638672,0,0.0
