timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
805703.3330745001, -9.774822565913201, -0.4248165162652731, 0.7069791700690985, -0.02377041056752205, -0.04044989123940468, 0.08943141996860504
805703.3430085, -9.77691879272461, -0.4445755370333791, 0.7741895153000952, -0.03269046172499657, -0.0281776562333107, 0.0901045948266983
805703.3529415, -9.829458364248277, -0.4680765017308295, 0.89169479560107, -0.04187224060297012, -0.005863295868039131, 0.08733783662319183
805703.3628755, -9.88858540892601, -0.469274121131748, 0.9699821061640979, -0.05213846266269684, 0.011646455153822899, 0.08640013635158539
805703.3728095001, -9.92570879638195, -0.4831950442492962, 1.0132422560825944, -0.06226219981908798, 0.019518760964274406, 0.08757192641496658
805703.3827425, -9.990224050283432, -0.5295988034829497, 1.013541560433805, -0.06576096266508102, 0.01585429161787033, 0.08175605535507202
805703.3926765, -10.09306137084961, -0.5158274777233601, 0.947828650586307, -0.06793490052223206, -0.01281650085002184, 0.07779913395643234
805703.4026095001, -10.200985769033432, -0.46852582370862367, 0.8613079487532378, -0.06839080154895782, -0.038104914128780365, 0.06690587103366852
805703.4125435001, -10.280769857168199, -0.4032614683918655, 0.8363100785762072, -0.06621179729700089, -0.05948716402053833, 0.053344789892435074
805703.4224775, -10.32537709593773, -0.340691637955606, 0.8650498744100332, -0.06532662361860275, -0.0705600380897522, 0.04252097010612488
805703.4324105, -10.3304670971632, -0.3056643859483302, 0.9288172328844667, -0.07431638985872269, -0.07062502205371857, 0.032648101449012756
805703.4423445001, -10.35202110350132, -0.2851571773923934, 0.9771673109382392, -0.08224335312843323, -0.06444567441940308, 0.019873786717653275
805703.4522775001, -10.396328964829445, -0.25746463615447285, 0.9798618540912867, -0.09251835942268372, -0.0574285089969635, 0.007194743026047945
805703.4622115, -10.4485709130764, -0.2354604490287602, 0.9472299687936903, -0.1008964329957962, -0.051166146993637085, -0.005558081902563572
805703.4721445, -10.505752004384995, -0.21255805648863316, 0.9267224678769708, -0.10445867478847504, -0.06712567061185837, -0.01598142832517624
805703.4820785001, -10.5555989331007, -0.17333962993696334, 0.8433455215394497, -0.10146451741456985, -0.09598997980356216, -0.017965082079172134
805703.4920125001, -10.56008901000023, -0.12349334076046944, 0.7125171776488424, -0.0943317785859108, -0.10423912107944489, -0.020185092464089394
805703.5019455, -10.570717493891717, -0.09909406101331115, 0.5492073315382004, -0.07126282900571823, -0.10508336871862411, -0.01936204731464386
805703.5118795, -10.560687180161477, -0.12588832374662162, 0.3300629713386297, -0.04370763525366783, -0.10959795862436295, -0.022398319095373154
805703.5218125001, -10.636430257558823, -0.15043727394193412, 0.15792065016925336, -0.01994761824607849, -0.11929783970117569, -0.030909720808267593
805703.5317465, -10.747200495600701, -0.16031665641814472, 0.10433232570067048, -0.010875027626752853, -0.12857256829738617, -0.0416095033288002
805703.5416795, -10.815308863520622, -0.1669029601290822, 0.12618676928803324, -0.016057787463068962, -0.13131527602672577, -0.04950730502605438
805703.5516135, -10.848988825678825, -0.14759322479367257, 0.12004945864900947, -0.023662976920604706, -0.15177340805530548, -0.05243758112192154
805703.5615475001, -10.791957423090935, -0.14983846424147487, 0.1805235921777785, -0.04179025813937187, -0.18300724029541016, -0.05564436316490173
805703.5714805, -10.693462244868279, -0.1287321718968451, 0.2909945989586413, -0.05888588726520538, -0.19405323266983032, -0.055886976420879364
805703.5814145, -10.558592707514764, -0.0679586061090231, 0.4071525711379945, -0.0841531828045845, -0.2029445469379425, -0.05297008529305458
805703.5913475001, -10.388096669912338, 0.023351403884589672, 0.5264550662599504, -0.10614822804927826, -0.2012510448694229, -0.05700690299272537
805703.6012815001, -10.170149307847023, 0.07888580963015557, 0.5587870259396732, -0.1086592897772789, -0.1723751723766327, -0.06515006721019745
805703.6112155, -10.081234792470932, 0.1513353149034083, 0.47600963847711686, -0.09916085749864578, -0.13835515081882477, -0.08074287325143814
805703.6211485, -10.033035024404526, 0.18127309558913113, 0.4155352582689375, -0.0867704227566719, -0.10445528477430344, -0.10045331716537476
805703.6310825001, -9.99845751464367, 0.2133063721843064, 0.4046078720223159, -0.07698756456375122, -0.055525559931993484, -0.12031783163547516
805703.6410155001, -9.945768839120865, 0.31150224605575205, 0.36044941619038584, -0.08563341200351715, -0.008015481755137444, -0.13431276381015778
805703.6509495, -9.859097900390626, 0.3330574766546488, 0.2862041122186929, -0.09754999727010727, 0.003603890538215637, -0.14102020859718323
805703.6608835, -9.74458544433117, 0.32018410049378876, 0.13756313947029414, -0.10845610499382019, -0.015422770753502846, -0.14263439178466797
805703.6708165001, -9.676177698969841, 0.32647097194567326, -0.042511825086548924, -0.12652325630187988, -0.055662333965301514, -0.13698795437812805
805703.6807505001, -9.62648045897484, 0.3076102844998241, -0.167502720002085, -0.13147646188735962, -0.07756257057189941, -0.13804788887500763
805703.6906835, -9.592203496098518, 0.31554377756081525, -0.272733653113246, -0.14676088094711304, -0.08464285731315613, -0.13912221789360046
805703.7006175, -9.513615748286247, 0.36284557318780575, -0.22019279337488115, -0.17124292254447937, -0.06715217977762222, -0.1442136913537979
805703.7105505001, -9.440568237304689, 0.40924887560773643, -0.0854732736479491, -0.20787736773490906, -0.04938036948442459, -0.15275152027606964
805703.7204845, -9.371413217782974, 0.43649245118256663, 0.07364622018299997, -0.24915020167827606, -0.023750629276037216, -0.15683655440807343
805703.7304185, -9.267827453613283, 0.44547350718872625, 0.2110606393776834, -0.27941781282424927, 0.003245036117732525, -0.16395118832588196
805703.7403515001, -9.160649160146713, 0.4546046933118487, 0.16929672799073162, -0.28539860248565674, 0.020180750638246536, -0.1691795140504837
805703.7502855001, -9.096733830571175, 0.38095791467407253, -0.010030176686123014, -0.2678462266921997, 0.038171470165252686, -0.1667882651090622
805703.7602185, -9.104067408442498, 0.30701152504887436, -0.22483275085687637, -0.24230939149856567, 0.06839145720005035, -0.15987446904182434
805703.7701525, -9.221422780752183, 0.28845028356648983, -0.34757818705402316, -0.21369105577468872, 0.11738616973161697, -0.15279659628868103
805703.7800865001, -9.307344106435776, 0.2568658081814647, -0.3601520761381835, -0.18909421563148499, 0.14589335024356842, -0.1359315663576126
805703.7900195001, -9.361232630610466, 0.19788841111119837, -0.3213826517947018, -0.17182467877864838, 0.14310741424560547, -0.1120736300945282
805703.7999535, -9.329648310542106, 0.1408570039551705, -0.2462382470536977, -0.1699109673500061, 0.12425275892019272, -0.08058226853609085
805703.8098865, -9.26648083984852, 0.11286523145623506, -0.15298289582133293, -0.16819269955158234, 0.10058577358722687, -0.04880383610725403
805703.8198205001, -9.23250033080578, 0.10508144538849593, -0.06287039559334517, -0.17071722447872162, 0.09039266407489777, -0.019971929490566254
805703.8297545001, -9.211543909907341, 0.11705661613494159, 0.050743891596794134, -0.17307253181934357, 0.10785794258117676, 0.005254331976175308
805703.8396875, -9.172925389409066, 0.134570132503286, 0.12424039565026761, -0.16529645025730133, 0.11556390672922134, 0.023335004225373268
805703.8496215, -9.111102778315544, 0.15432898881845178, 0.15253194758668542, -0.14758296310901642, 0.10868655890226364, 0.03924925625324249
805703.8595545001, -9.064548416733743, 0.17663273154292256, 0.15118496837094428, -0.12680821120738983, 0.091644287109375, 0.05682332441210747
805703.8694885001, -8.997938105463982, 0.19848725735675546, 0.16330926138907673, -0.08783897757530212, 0.08536429703235626, 0.07442469149827957
805703.8794225, -8.931924210190774, 0.19773886400274934, 0.15822011897340418, -0.048049695789813995, 0.08221886307001114, 0.08489753305912018
805703.8893555, -8.924890009760857, 0.2089654997829348, 0.1413056224398315, -0.0144997239112854, 0.07451966404914856, 0.08358778804540634
805703.8992895001, -8.882976583242417, 0.210162913617678, 0.21076122539117934, -9.617448085919023e-05, 0.06997916847467422, 0.07421169430017471
805703.9092226668, -8.913363978266716, 0.25177641451824456, 0.3285663582198322, -0.009255850687623024, 0.054764263331890106, 0.05560977756977081
805703.9191566667, -8.992548726797104, 0.2856060242839158, 0.5065459547750653, -0.038923729211091995, 0.026179224252700806, 0.03734581917524338
805703.9290906667, -9.01889452636242, 0.28111551341135055, 0.6463547448255123, -0.06281628459692001, -0.002383708953857422, 0.021425975486636162
805703.9390236667, -9.044791844487191, 0.20387605130206796, 0.6658146805129945, -0.06439080834388733, -0.006026254966855049, 0.007171859499067068
805703.9489576668, -9.107661107182503, 0.16061594478087501, 0.6337811481021345, -0.04987604543566704, 0.009344179183244705, -0.01091393455862999
805703.9588906667, -9.16693667113781, 0.11466159660369159, 0.5566917127557099, -0.01777641288936138, 0.018268518149852753, -0.025269903242588043
805703.9688246667, -9.222921422123909, 0.0974473754502833, 0.5240597909130156, 0.010617410764098167, 0.021177221089601517, -0.0348101444542408
805703.9787586667, -9.300159632563592, 0.10672811267897488, 0.5721097240783275, 0.03825317695736885, 0.021572798490524292, -0.04769935458898544
805703.9886916667, -9.386082127690315, 0.1666036055283621, 0.6316859445534647, 0.057543251663446426, 0.038258567452430725, -0.057088062167167664
805703.9986256667, -9.446855748295784, 0.24548949281685056, 0.6794367012754083, 0.07193237543106079, 0.055192191153764725, -0.06862449645996094
805704.0085586667, -9.540557963848114, 0.3382964950846508, 0.6584795494750142, 0.08376719802618027, 0.04806983470916748, -0.07745767384767532
805704.0184926668, -9.664950460195541, 0.38829244100488725, 0.6351283283159137, 0.09449855238199234, 0.02301948145031929, -0.08179011195898056
805704.0284266667, -9.75775746703148, 0.40266257646493614, 0.5956105243228377, 0.10035671293735504, 0.005169114097952843, -0.07915092259645462
805704.0383596667, -9.776617661118507, 0.39847144760191444, 0.5656727253645659, 0.10203339159488678, -0.01275059673935175, -0.06989328563213348
805704.0482936667, -9.806855367422104, 0.3519182097818703, 0.5478603705950081, 0.10687635093927383, -0.03641890734434128, -0.05594577640295029
805704.0582266668, -9.848168869614602, 0.30012586673721675, 0.5159759787283839, 0.11102986335754395, -0.059901878237724304, -0.04975559562444687
805704.0681606667, -9.876310933828355, 0.2835105101019144, 0.5254069163091482, 0.11356332898139954, -0.05602511391043663, -0.04920245707035065
805704.0780946667, -9.977501093745232, 0.3469784454535693, 0.5858809219300747, 0.11645759642124176, -0.039249271154403687, -0.04943005368113518
805704.0880276667, -10.063421834707261, 0.4176316860783845, 0.6840764120779932, 0.10901086777448654, -0.03764072060585022, -0.051051922142505646
805704.0979616668, -10.129732768535614, 0.491577767925337, 0.7863137900456787, 0.08982285112142563, -0.049062278121709824, -0.051485851407051086
805704.1078946667, -10.195597559809686, 0.5110372467990965, 0.8631040854938329, 0.06070757657289505, -0.05132995918393135, -0.0444529727101326
805704.1178286667, -10.288704528808594, 0.47451317153871064, 0.9129507035762072, 0.04059389606118202, -0.039143096655607224, -0.039741452783346176
805704.1277626667, -10.352620443105698, 0.4165838102158159, 0.8303224749304354, 0.02518617920577526, -0.029948268085718155, -0.0327322781085968
805704.1376956668, -10.465336049795152, 0.3526666533853859, 0.7223970534838736, 0.009993184357881546, -0.030427832156419754, -0.029293609783053398
805704.1476296667, -10.615025355219842, 0.3144960387423635, 0.6689584177359938, -0.008963195607066154, -0.03448276221752167, -0.023067669942975044
805704.1575636667, -10.796897150874138, 0.2823129637911916, 0.6518938487581909, -0.02070838212966919, -0.05404280498623848, -0.024876050651073456
805704.1674966667, -11.07576723754406, 0.1697469179145992, 0.6059389912337065, -0.009777171537280083, -0.06275133788585663, -0.029788516461849213
805704.1774306668, -11.332633082270624, 0.004640432568266988, 0.5839347127452493, 0.014009341597557068, -0.028767913579940796, -0.052912790328264236
805704.1873636667, -11.275004678964615, -0.060773730240762235, 0.46657908461987974, 0.037874992936849594, 0.035925064235925674, -0.080131895840168
805704.1972976667, -10.91604878783226, -0.12828323364257813, 0.1386107686534524, 0.06907404959201813, 0.052304625511169434, -0.09531092643737793
805704.2072316667, -10.764414698481561, -0.14415014667436482, -0.18576467083767056, 0.089115671813488, 0.021334197372198105, -0.09633783996105194
805704.2171646667, -10.96963734984398, -0.10957197910174728, -0.1666041491366923, 0.09827252477407455, 0.007028953172266483, -0.08422276377677917
805704.2270986667, -11.032059300541878, -0.19025440055876972, -0.1173569985665381, 0.1097869724035263, 0.05365424603223801, -0.06548422574996948
805704.2370316667, -10.791508356928826, -0.268391912765801, -0.23605953281745315, 0.1301739513874054, 0.12274815142154694, -0.04690591245889664
805704.2469656668, -10.624755122065544, -0.24339373195543887, -0.48184916138648987, 0.1569208800792694, 0.13618460297584534, -0.034377869218587875
805704.2568996667, -10.748399759531022, -0.2245331724174321, -0.6620737781189382, 0.17709079384803772, 0.09077798575162888, -0.031011560931801796
805704.2668326667, -10.856921743154526, -0.22483231231570244, -0.7297331346943975, 0.18640494346618652, 0.03530620411038399, -0.019290192052721977
805704.2767666667, -10.656488546133042, -0.3192860412597656, -0.8202949751727283, 0.1843585968017578, -0.01601294055581093, -0.005323826801031828
805704.2867006668, -10.40306554198265, -0.4387374942004681, -0.9039705132320524, 0.17872653901576996, -0.056981410831213, 0.011603491380810738
805704.2966336667, -10.281369196772577, -0.4882847165688873, -0.926424497421831, 0.17546460032463074, -0.07356202602386475, 0.028396107256412506
805704.3065676667, -10.181676508784294, -0.46882507324218753, -0.8969353260844947, 0.1701183021068573, -0.07575327157974243, 0.047158874571323395
805704.3165006667, -10.129286625981331, -0.40805145263671877, -0.7514383646473289, 0.16687336564064026, -0.05395885556936264, 0.06250378489494324
805704.3264346668, -9.982589340806008, -0.3864961854927242, -0.6251005910150708, 0.15937550365924835, -0.03435320034623146, 0.08287803083658218
805704.3363686667, -9.745483576655388, -0.39787272926419975, -0.5005596667528153, 0.1463470309972763, -0.012470205314457417, 0.09874976426362991
805704.3463016667, -9.554630457758904, -0.3989204041287303, -0.42032660381868486, 0.13383044302463531, 0.008703257888555527, 0.10813340544700623
805704.3562356667, -9.46436698973179, -0.40954820279963317, -0.3617983505688608, 0.12761886417865753, 0.04045044630765915, 0.11831434071063995
805704.3661686667, -9.375900955796242, -0.44083318197168414, -0.3778150985017419, 0.12413784861564636, 0.0888664498925209, 0.11558060348033905
805704.3761026667, -9.298064575195314, -0.4409830899629742, -0.386497281845659, 0.12146251648664474, 0.14176249504089355, 0.11042525619268417
805704.3860366667, -9.256450526118279, -0.43514499231241643, -0.27961946217343214, 0.1094825491309166, 0.1878330409526825, 0.10200859606266022
805704.3959696668, -9.285639241933824, -0.39068767067044974, -0.12184747746214271, 0.08261696994304657, 0.21551646292209625, 0.09946609288454056
805704.4059036667, -9.360035120844842, -0.2990779908746481, 0.032631373666226864, 0.04149962589144707, 0.21406984329223633, 0.0970897525548935
805704.4158376667, -9.35614321410656, -0.21165974143892527, 0.1936964736878872, -0.02736702933907509, 0.18888461589813232, 0.09708520025014877
805704.4257706667, -9.307345860600472, -0.16405890184454622, 0.35461206771433357, -0.09799006581306458, 0.1687583029270172, 0.09604550153017044
805704.4357046668, -9.228907801508903, -0.14130604270845654, 0.362245534658432, -0.15258976817131042, 0.15669062733650208, 0.09988261014223099
805704.4456376667, -9.143884608149529, -0.13696525710169227, 0.207468201443553, -0.18583454191684723, 0.13751161098480225, 0.10214896500110626
805704.4555716667, -9.03431246459484, -0.13576762856449934, -0.01691581215709448, -0.19887575507164001, 0.11651724576950073, 0.10566896200180054
805704.4655056667, -8.983419468998909, -0.1314268155489117, -0.23201832108199597, -0.18339745700359344, 0.09803889691829681, 0.10581942647695541
805704.4754386668, -8.919950281977654, -0.12678620025515558, -0.42197349037975074, -0.15164750814437866, 0.0644850879907608, 0.1059439480304718
805704.4853726667, -8.834778569340706, -0.12663672166876497, -0.5071461897343398, -0.12044750899076462, 0.028864506632089615, 0.09905222058296204
805704.4953066667, -8.73822817504406, -0.13906068506010344, -0.45400625534355643, -0.09489607810974121, 0.0015537263825535774, 0.09343072772026062
805704.5052396667, -8.692572530508041, -0.15328131309181914, -0.2721347520500422, -0.08710073679685593, -0.022790228947997093, 0.09136651456356049
805704.5151736668, -8.638983968496323, -0.19010475180926734, -0.0546366023272276, -0.09465635567903519, -0.042859043926000595, 0.09067831188440323
805704.5251066667, -8.638534317612649, -0.23261632222216577, 0.10433241706341506, -0.10518170148134232, -0.05379105359315872, 0.0895797535777092
805704.5350406667, -8.619225642085075, -0.2567161560058594, 0.18157176040112974, -0.12069523334503174, -0.0516393780708313, 0.09506447613239288
805704.5449746667, -8.597221400141716, -0.25731486292323097, 0.17064466651529075, -0.13404859602451324, -0.04554925858974457, 0.1047155037522316
805704.5549076668, -8.605455449223518, -0.21106122409924866, 0.10208686698228121, -0.13433372974395752, -0.05715908855199814, 0.11874224990606308
805704.5648416667, -8.63045346558094, -0.17348922272678466, 0.08831565085798503, -0.12730193138122559, -0.08480136096477509, 0.13268789649009705
805704.5747756667, -8.660241521000863, -0.22168887202162296, 0.07364626586437226, -0.10533279180526733, -0.09735898673534393, 0.14268836379051208
805704.5847086667, -8.719368565678597, -0.2541714660264552, 0.042959858849644664, -0.08434201776981354, -0.08644721657037735, 0.1424281746149063
805704.5946426668, -8.841812769770623, -0.2944376862142235, 0.11121780585497618, -0.06292848289012909, -0.06476710736751556, 0.1382017582654953
805704.6045756667, -8.934619191884995, -0.34009282825514675, 0.19145121596753598, -0.05305375158786774, -0.04669462516903877, 0.12797467410564423
805704.6145096667, -9.012756704092027, -0.3942801268771291, 0.3071604508906603, -0.05608813837170601, -0.04099750518798828, 0.11681529879570007
805704.6244436667, -9.081464411616325, -0.445024594059214, 0.4288574539124966, -0.06085093691945076, -0.05630163103342056, 0.10420762747526169
805704.6343766667, -9.177414296865464, -0.4742139768227935, 0.5161255029961467, -0.07047785818576813, -0.08915311098098755, 0.09088337421417236
805704.6443106667, -9.337432124018669, -0.47361514884978534, 0.6261470781639219, -0.08667094260454178, -0.11515887826681137, 0.08063500374555588
805704.6542446667, -9.464965744614602, -0.41014713127166036, 0.7894576003588737, -0.1091381311416626, -0.11415709555149078, 0.07269784063100815
805704.6641776668, -9.530230611562729, -0.3858974854275584, 0.8976821982488037, -0.11431984603404999, -0.10423415154218674, 0.06406120955944061
805704.6741116667, -9.588758901357652, -0.3993695616535843, 0.8731333211436868, -0.10208283364772797, -0.10354200750589371, 0.0512382872402668
805704.6840446667, -9.67587773680687, -0.4321513549424708, 0.8120607433654369, -0.06741087138652802, -0.08058662712574005, 0.03992411494255066
805704.6939786667, -9.778265406489373, -0.4355941041558981, 0.7268879891932011, -0.02539782039821148, -0.025189194828271866, 0.020056279376149178
805704.7039126668, -9.886190389394761, -0.4113446044921875, 0.6325841316953301, 0.02045195922255516, 0.033904217183589935, 0.005599575117230415
805704.7138456667, -10.055039266347885, -0.40146520374342803, 0.608034487143159, 0.06202210858464241, 0.0659216120839119, -0.00271641556173563
805704.7237796667, -10.254125849604607, -0.42122415142133834, 0.5803427316248417, 0.08677859604358673, 0.07556465268135071, -0.009529314003884792
805704.7337136667, -10.515481771230698, -0.43739046016708016, 0.5119348035380245, 0.088748499751091, 0.06250666826963425, -0.008357474580407143
805704.7436466668, -10.748847071528436, -0.4942722105793655, 0.3677845472283662, 0.075935497879982, 0.0374298132956028, -0.011148734018206596
805704.7535806667, -11.019783656001092, -0.5460644531250001, 0.14908925319090485, 0.044463805854320526, 0.006091013550758362, -0.018828243017196655
805704.7635146667, -11.313622030019761, -0.5947132873535157, -0.027393529247492554, 0.005529457703232765, -0.028628617525100708, -0.048372820019721985
805704.7734476667, -11.564799703359604, -0.5830375671386719, -0.1463960256613791, -0.03801747038960457, -0.04750601947307587, -0.09645417332649231
805704.7833816668, -11.55836308836937, -0.42496633289381863, -0.2564175094664097, -0.06118777021765709, -0.020228059962391853, -0.1358441859483719
805704.7933146667, -11.30299413084984, -0.19444563905708492, -0.48738676697015765, -0.051829103380441666, 0.047970421612262726, -0.14232532680034637
805704.8032486667, -11.188332570791244, 0.10732676706276835, -0.7123694806359708, -0.01310381107032299, 0.10414633899927139, -0.1297336369752884
805704.8131826667, -11.20315116941929, 0.3194356568902731, -0.7240449267625809, 0.03758150711655617, 0.1120816022157669, -0.11035004258155823
805704.8231156667, -11.125164515376092, 0.5533992552570999, -0.6212090314552188, 0.03030441887676716, 0.15139970183372498, -0.09613462537527084
805704.8330496667, -11.153157475590707, 0.7105724211316556, -0.26225573502480987, 0.009341275319457054, 0.20740938186645508, -0.07991010695695877
805704.8429836667, -11.14133206665516, 0.6809340270236135, -0.19205088447779417, 0.0020577970426529646, 0.17609620094299316, -0.07120556384325027
805704.8529166668, -11.080856069326401, 0.6981481294054538, -0.45894609276205306, 0.0035525579005479813, 0.08274354040622711, -0.06847688555717468
805704.8628506667, -11.061995875239372, 0.580792236328125, -0.6903648549690843, 0.006636764854192734, -0.0043530091643333435, -0.07950183749198914
805704.8727836667, -11.069180933833122, 0.47556102456059307, -0.8050265977531672, -0.00718346145004034, -0.04866223409771919, -0.09596849977970123
805704.8827176667, -10.925777969956398, 0.4661307082464919, -0.8517294786125422, -0.04300297796726227, -0.06140066683292389, -0.11618614941835403
805704.8926516668, -10.683731308579446, 0.504750375347212, -0.7545816816017032, -0.08738908171653748, -0.06498847901821136, -0.12621454894542694
805704.902584375, -10.506351343989373, 0.48663803557399665, -0.6129765538126231, -0.1330186128616333, -0.07598812878131866, -0.1277298927307129
805704.9125183751, -10.377768732905388, 0.49726596900494774, -0.43963683251291513, -0.17746993899345398, -0.09461037814617157, -0.12022976577281952
805704.9224523751, -10.278076044917107, 0.4957690269802697, -0.3185383651033044, -0.2124958336353302, -0.083912193775177, -0.10778454691171646
805704.932385375, -10.067613118886948, 0.473016409384436, -0.34428504433482887, -0.23109306395053864, -0.0613294318318367, -0.09690627455711365
805704.942319375, -9.723181126713753, 0.39727393362503793, -0.4561025917902589, -0.22599443793296814, -0.04597044736146927, -0.08460433036088943
805704.9522523751, -9.37365737915039, 0.30282031053327957, -0.6324356124177576, -0.1942288875579834, -0.03358086198568344, -0.06797409057617188
805704.962186375, -9.100175501704216, 0.24354349605040626, -0.7364692733064294, -0.1454581618309021, -0.011301389895379543, -0.047871481627225876
805704.972120375, -8.885221914052964, 0.2249821974663064, -0.7384151535853744, -0.09081993252038956, 0.04214833676815033, -0.03785846009850502
805704.9820533751, -8.732089768052102, 0.2185455139540136, -0.6658159778639674, -0.03107883222401142, 0.12624695897102356, -0.03684486448764801
805704.9919873751, -8.587790426015854, 0.16510669548064472, -0.4837943107634783, 0.01179706584662199, 0.20241104066371918, -0.04023187607526779
805705.001921375, -8.414001821279527, 0.08113125236006453, -0.32377739723771815, 0.0381663516163826, 0.2400713413953781, -0.04635768011212349
805705.011854375, -8.34185185790062, -0.07200028151040898, -0.07978438049554826, 0.03145430237054825, 0.2390834242105484, -0.04707572981715202
805705.0217883751, -8.388105672597886, -0.21585109642473982, 0.17169172011315822, 0.006791033316403627, 0.20413555204868317, -0.041665785014629364
805705.0317223751, -8.459358088374138, -0.26060799879021945, 0.3194346701726318, -0.03253611549735069, 0.14614638686180115, -0.03263946622610092
805705.041655375, -8.51788637816906, -0.25477026659063995, 0.363293976970017, -0.06672098487615585, 0.1094682514667511, -0.019059207290410995
805705.051589375, -8.5198323315382, -0.24863291483838112, 0.2709359266608954, -0.08318427205085754, 0.09691355377435684, -0.008054370060563087
805705.0615233751, -8.424778824448586, -0.23501131891272964, 0.12977917067706585, -0.08865147829055786, 0.09964355826377869, -0.0015964708290994167
805705.0714563751, -8.376879018545152, -0.186362384185195, -0.058080210350453854, -0.07461677491664886, 0.10093869268894196, 0.002370786387473345
805705.081390375, -8.311614151597023, -0.14759302379563452, -0.23905328895896674, -0.04825387895107269, 0.09350448101758957, 0.005381756462156773
805705.091323375, -8.256679560542107, -0.08262814641930163, -0.39502952065318825, -0.009224312379956245, 0.0728243812918663, 0.006606265902519226
805705.1012573751, -8.241860961914062, 0.047451324462890625, -0.5445682968199254, 0.027609867975115776, 0.05453033000230789, 0.002426168415695429
805705.1111913751, -8.320448125004768, 0.17199228070210668, -0.5438196339458228, 0.05878181383013725, 0.04498406872153282, 0.0009318096563220024
805705.121124375, -8.470435638427734, 0.2811154722981155, -0.47167014565318827, 0.08406586199998856, 0.051028117537498474, -0.0004245378077030182
805705.131058375, -8.635841090083122, 0.3372487608343363, -0.3067125176265836, 0.09077085554599762, 0.06317853182554245, -0.0008692154660820961
805705.1409923751, -8.791516774892807, 0.3155438049696386, -0.09834640312939882, 0.10143042355775833, 0.059661298990249634, -0.0034476881846785545
805705.150925375, -9.013055496811868, 0.24728577116969974, 0.025446424707770348, 0.10440602153539658, 0.037002578377723694, -0.01920488476753235
