timestamp, frame, x, y, z, qx, qy, qz, qw
805702.957194333, 000000, -0.05472687, 0.14853637, 2.3425817, 0.999958, -0.007072884, -0.0021926956, 0.0053906343
805702.973870041, 000001, -0.054006763, 0.1478331, 2.3393688, 0.9999526, -0.006564308, -0.0032576919, 0.0064054183
805702.990546041, 000002, -0.053498592, 0.14712499, 2.3360887, 0.9999556, -0.0059478097, -0.0039395057, 0.0061495514
805703.00722175, 000003, -0.05315794, 0.14641929, 2.3326848, 0.9999617, -0.005307367, -0.0044855014, 0.005323239
805703.023897833, 000004, -0.053825364, 0.14549008, 2.3293397, 0.9999603, -0.004796677, -0.005352197, 0.0052658804
805703.040573416, 000005, -0.054135874, 0.14453718, 2.3255577, 0.9999497, -0.004413988, -0.0063072117, 0.0064250315
805703.057249375, 000006, -0.054250363, 0.14353767, 2.321383, 0.9999327, -0.0039733616, -0.007204931, 0.008177495
805703.073925125, 000007, -0.054357953, 0.1424951, 2.316965, 0.9999131, -0.0034336874, -0.008106839, 0.009808067
805703.090601125, 000008, -0.05451127, 0.14141813, 2.3123639, 0.99989194, -0.002847528, -0.008950778, 0.011308528
805703.107276916, 000009, -0.05473755, 0.14030412, 2.307556, 0.99987227, -0.0021860441, -0.009551948, 0.012624009
805703.123952958, 000010, -0.055031057, 0.13913386, 2.3024826, 0.9998537, -0.0016013002, -0.009915714, 0.01384632
805703.140628708, 000011, -0.05650585, 0.1375599, 2.2977512, 0.9998343, -0.0012005125, -0.010072221, 0.015111623
805703.157304583, 000012, -0.057285726, 0.13618457, 2.2923138, 0.9998124, -0.0009340808, -0.010302012, 0.016375555
805703.17398025, 000013, -0.05789098, 0.13486789, 2.2864604, 0.99979395, -0.0007925703, -0.010562624, 0.01731506
805703.190656208, 000014, -0.05847879, 0.13356285, 2.2802842, 0.9997791, -0.00071789685, -0.010835089, 0.017996863
805703.207331875, 000015, -0.059091207, 0.13224046, 2.2738254, 0.99976736, -0.0006484584, -0.011104066, 0.018480044
805703.224007958, 000016, -0.05972683, 0.13088644, 2.2670894, 0.9997532, -0.00055834895, -0.01150356, 0.018997923
805703.240683791, 000017, -0.06163233, 0.1277517, 2.2605639, 0.9997374, -0.0004680383, -0.011941529, 0.019553619
805703.257359666, 000018, -0.062781826, 0.12569076, 2.253483, 0.9997175, -0.00026764066, -0.012477227, 0.020228451
805703.274035458, 000019, -0.0637533, 0.123928614, 2.2460375, 0.99970114, 6.2780644e-05, -0.012894776, 0.020766132
805703.2907115, 000020, -0.0647527, 0.12223302, 2.2382994, 0.99969774, 0.00055352726, -0.013117074, 0.020784164
805703.307387083, 000021, -0.065857306, 0.12054035, 2.2302675, 0.9997024, 0.0011924581, -0.013129025, 0.020525912
805703.324063166, 000022, -0.06709686, 0.1188429, 2.2219467, 0.99971235, 0.0018820037, -0.012981714, 0.020076724
805703.340738875, 000023, -0.06849119, 0.117139086, 2.2133167, 0.9997196, 0.0026274873, -0.012817083, 0.019734783
805703.357414833, 000024, -0.0716217, 0.114796385, 2.2042136, 0.99972737, 0.0033715586, -0.012390846, 0.019499345
805703.3740905, 000025, -0.073864736, 0.112932466, 2.194827, 0.99972916, 0.0040950105, -0.011894917, 0.019577708
805703.390766583, 000026, -0.0759591, 0.111276045, 2.1851068, 0.99973154, 0.0048008002, -0.0113299135, 0.019630821
805703.407442208, 000027, -0.07813981, 0.10977161, 2.1750765, 0.9997402, 0.0054221055, -0.010749704, 0.019354582
805703.424118291, 000028, -0.08087714, 0.10824074, 2.1639163, 0.9997519, 0.005846224, -0.010273154, 0.018876517
805703.440793875, 000029, -0.08357959, 0.10693301, 2.1526694, 0.9997662, 0.0061263717, -0.009706823, 0.018327797
805703.457469916, 000030, -0.086182654, 0.10589187, 2.1414022, 0.9997809, 0.006221468, -0.00898107, 0.017854705
805703.474145583, 000031, -0.08882558, 0.10508, 2.1298995, 0.9997975, 0.006145467, -0.0081435265, 0.017345201
805703.490821791, 000032, -0.091541044, 0.10449088, 2.1181512, 0.9998181, 0.0059976797, -0.007327049, 0.016556209
805703.5074975, 000033, -0.09433802, 0.10412047, 2.1062112, 0.99983853, 0.005849715, -0.006654933, 0.015632745
805703.524173416, 000034, -0.09722124, 0.10399483, 2.0941684, 0.99985605, 0.005638689, -0.006369886, 0.014679687
805703.540849166, 000035, -0.09958143, 0.10425004, 2.082542, 0.9998743, 0.0050937403, -0.006345558, 0.013605203
805703.557525166, 000036, -0.1024117, 0.10474085, 2.070469, 0.9998936, 0.004588773, -0.006193164, 0.012382592
805703.574200958, 000037, -0.10544261, 0.10546406, 2.0581558, 0.999916, 0.0040993434, -0.005813047, 0.010830064
805703.590876916, 000038, -0.10855845, 0.10635965, 2.0456176, 0.9999383, 0.003643115, -0.0051061874, 0.009157367
805703.607552625, 000039, -0.111688875, 0.10736035, 2.0328736, 0.99995714, 0.0031155187, -0.004233597, 0.007618934
